El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,TM1
Mixed / non conventional,1,2,4,5,24.17,127.5,-79.81,152.38,-23.99,74.85,-103.35,-101.77,-97.95,-99.4,-90.77,-88.01,-110.72,-89.46,-77.87,-82.34,-67.51,-72.34,-83.75,-69.68,-63.93,-62.69,-51.98,-59.63,-69.32,-53.63,40
Mixed / non conventional,1,2,5,6,30.18,206.79,28.73,4.41,-11.984,74.85,49.44,51.16,43.77,44.3,37.68,32.88,37.25,35.37,30.6,24.81,23.72,25.35,23.05,22.37,14.75,19.16,18.32,16.14,11.66,12.81,40
Mixed / non conventional,1,2,6,7,24.73,0.16,0.11,-5.1,-4.911,74.85,-8.19,-0.19,-10.74,5.66,4.2,-3.08,12.97,9.3,22.23,-6.39,2.55,3.65,-4.2,17.49,-4.19,4.72,2.54,-5.29,-14.76,-26.07,40
Mixed / non conventional,1,2,7,8,27.13,0.72,8.57,9.76,-3.078,74.85,0,27.31,23.26,61.94,20.9,-11.97,18.01,31.45,11.63,-13.09,-13.4,6.64,11.05,11.33,-29.36,-5.27,16.6,1.16,-2.28,5.52,40
Mixed / non conventional,1,2,8,9,33.32,0.47,4.28,12.64,-2.362,74.85,9.25,31.81,-34.14,53.48,-1.17,-16.29,26.24,64.1,9.38,-55.45,12.53,47.4,46.35,21.08,-36.4,-28.61,-50.55,-3.79,9.26,-18.91,40
Mixed / non conventional,1,2,9,10,32.1,0.68,0.62,4.17,-1.517,74.85,-14.15,28.89,6.49,85.5,0.59,-20.64,45.99,66.63,31.84,-17.69,11.79,27.71,31.84,-2.95,-91.98,-77.83,-45.99,-52.48,6.49,-7.67,40
Mixed / non conventional,1,2,10,11,33.76,0.92,-9.58,-6.59,-1.117,74.85,52.88,-2.4,-60.9,100.16,-66.51,-89.74,-24.04,89.74,58.49,-60.1,46.47,84.94,27.24,12.82,-100.96,-121.79,-108.97,-23.24,8.01,-13.62,40
Mixed / non conventional,1,2,11,12,47.59,0.16,15.7,-13.01,-1.145,74.85,25,16.41,-45.31,146.88,-42.97,-37.5,96.09,74.22,-34.38,9.37,80.47,61.72,150,11.72,-60.16,-153.13,-138.28,-10.16,81.25,82.81,40
Mixed / non conventional,1,2,12,13,57.93,2.53,15.12,11.72,-1.046,74.85,68.15,37.63,-77.89,128.45,-51.43,-56.75,45.7,112.21,67.85,-62.78,95.53,144.31,206.25,64.49,-159.09,-129.43,-195.1,-122.56,71.77,115.08,40
Mixed / non conventional,1,2,13,14,60.79,82.41,-64.86,-17.16,-0.823,73.017,-188.15,-95.42,-128.83,-129.68,196.79,656.69,-43.41,-155.25,-432.63,-104.89,-2.31,10.74,-272.01,-226.58,-139.47,-112.99,-262.68,31.33,-48.72,150.34,40
Mixed / non conventional,1,2,14,15,56.53,133.74,74.63,-11.57,-0.602,73.017,732.89,169.64,405.51,-463.54,-402.53,-97.47,62.5,406.25,402.53,-423.36,-180.06,633.93,-21.58,593.75,351.93,-366.82,-534.23,392.86,-308.04,138.39,40
Mixed / non conventional,1,2,15,16,85.77,20.55,-3.45,38.96,-0.73,73.017,54.5,-50.55,35.84,-7.14,-8.75,-17.81,30.05,-9.3,50.65,-13.87,-65.1,-18.12,14.47,-13.13,48.2,61.68,-93.1,-0.41,7.76,-74.93,40
Mixed / non conventional,1,2,16,17,48.64,61.15,-13.18,-45.11,-0.336,73.017,761.84,67.59,620.38,-1223.48,-265.03,1398.79,23.56,344.58,-170.57,-1081.79,-287.29,1363.04,-684.78,466.74,271.31,-940.46,-1723.96,888.49,-531.72,439.16,40
Mixed / non conventional,1,2,17,18,57.8,13.12,-38.57,25.12,-0.329,73.017,-152.7,19.65,74.81,31.84,-26.75,-86.17,3.43,-76.23,-87.83,11.01,-68.42,32.08,-46.88,-32.67,-21.9,122.63,58.36,-116.36,-188.33,-221,40
Mixed / non conventional,1,2,18,19,90.48,77.36,-39.33,-22.96,-0.43,73.017,555.95,-12.34,403.89,-842.46,-124.19,906.52,-60.65,223.17,-104.97,-823.99,-242.07,905.87,-566.33,189.13,243.89,-673.44,-1166.67,576.05,-491.37,317.37,40
Mixed / non conventional,1,2,19,20,84.15,79.71,-5.01,11.69,-0.336,73.017,2.84,-44.39,186.79,167.85,-71.97,-415.25,41.9,-33.38,91.74,58.24,-27.46,-65.46,26.52,-15.03,60.13,124.05,113.99,-98.37,22.25,-225.14,40
Mixed / non conventional,1,2,20,21,54.79,154.88,-49.9,12.76,-0.186,73.017,1438.62,152.53,1225.45,-1860.86,-329.99,2258.93,-231.03,447.92,-301.34,-1978.05,-657.37,2386.16,-1117.56,489.58,306.18,-1532.37,-2927.08,1372.02,-1061.76,768.23,40
Mixed / non conventional,1,2,21,22,78.65,34.62,-21.7,7.9,-0.229,73.017,-156.22,50.13,101.97,186.94,80.82,-179.87,-62.19,-299.57,75.46,13.95,-152.06,12.65,-120.57,-135.94,27.56,191.5,221.79,-237.88,-55.4,2.98,40
Mixed / non conventional,1,2,22,23,71.18,138.49,-80.84,3.7,-0.179,73.017,1324.55,84.6,1236.46,-1739.51,-504.32,2057.81,21.35,319.49,-236.01,-2125.22,-751.41,1937.28,-1032.66,603.35,459.6,-1775.45,-2980.95,1008.04,-1050.52,292.34,40
Mixed / non conventional,1,3,5,7,22.14,0.48,-1.39,7.13,-35.4,60.271,-6.49,1.56,-4.24,-0.79,-1.91,2.26,4.41,-5.16,5.86,-2.01,-6.24,-0.44,-0.49,2.6,-7.44,-7.37,-8.44,10.3,-4.5,0.77,40
Mixed / non conventional,1,3,7,8,25.65,1.35,8.02,7.88,-6.445,60.271,26.25,9.3,-1.62,17.76,26.36,-7.56,-25.62,21.17,-31.17,34.95,30.77,-9.92,23.47,-9.77,39.83,21.18,28.58,-48.22,31.94,-17.24,40
Mixed / non conventional,1,3,8,9,31.83,0.64,0.32,12.51,-4.725,60.271,13.06,1.74,6.07,2.48,1.52,1.33,-2.43,9.99,-6.44,1.52,1.7,-8.9,2.08,-11.91,-3.19,5.51,5.47,-14.42,5.1,-3.95,40
Mixed / non conventional,1,3,9,10,31.14,0.08,-3.05,3.91,-2.964,60.271,-30.71,23.47,-61.16,7.16,21.54,16.3,6.94,-13.57,-9.55,47.1,-3.4,-27.1,45.11,-7.73,1.93,-34.06,-31.2,0.92,27.97,-40.95,40
Mixed / non conventional,1,3,10,11,35.17,0.66,13.24,-6.96,-2.276,60.271,19.23,21.64,24.37,14.57,14.92,-1.98,8.66,50.62,12.93,7.46,5.51,9.03,21.2,-38.16,17.35,21.25,26.35,-3.91,36.12,-2.31,40
Mixed / non conventional,1,3,11,12,49.15,1.72,1.92,-13.17,-2.262,60.271,-41.93,32.83,-71.6,8.31,53.4,18.99,5.54,-23.34,-20.57,75.55,18.99,-38.77,61.31,13.45,5.14,-36.79,-24.92,0.79,43.91,-41.93,40
Mixed / non conventional,1,3,12,13,59.52,0.46,12.65,11.45,-2.018,60.271,11.98,-7.51,16.83,21.3,31.51,9.37,20.5,38.47,7.39,5.68,2.56,16.38,1.8,-24.81,12.93,31.94,11.93,-5.78,25.25,25.32,40
Mixed / non conventional,1,3,13,14,57.92,5.26,0.33,-17.6,-1.489,60.271,-41.47,25.24,-126.2,11.42,54.69,22.84,8.41,-32.45,-19.23,115.99,0.6,-73.92,109.98,25.84,9.01,-64.9,-56.49,25.84,66.71,-55.29,40
Mixed / non conventional,1,3,14,15,60.24,2.12,15.66,-10.47,-1.203,60.271,67.71,11.16,31.25,53.57,64.73,11.9,50.6,81.1,-1.49,17.11,-38.69,-8.18,27.53,-64.73,2.98,26.04,19.35,-41.67,14.88,-11.9,40
Mixed / non conventional,1,3,15,16,86.97,0.2,13.74,38.79,-1.375,60.271,-18.88,47.53,-39.71,38.41,85.29,11.07,38.41,70.96,-18.88,136.07,19.53,-60.55,117.19,-65.1,-1.3,-12.37,3.91,-72.27,65.1,-69.66,40
Mixed / non conventional,1,3,16,17,52.69,31.96,11.42,-45.06,-0.673,60.443,46.54,-7.98,114.05,-156.5,-68.95,70.43,-29.95,-28.25,157.84,-52.85,-176.86,31.96,27.23,164.74,96.27,-19.98,14.92,-111.98,91.17,66.63,40
Mixed / non conventional,1,3,17,18,59.67,36.81,2.15,24.56,-0.623,60.443,16.13,-15.12,-152.46,55.33,161.86,3.58,-6.12,6.29,-233.23,158.55,147.52,96.46,-44.1,-203.4,-37.34,115.19,23.47,110.83,-82.08,-78.46,40
Mixed / non conventional,1,3,18,19,92.74,6.52,1.76,-23.05,-0.802,60.443,33.05,19.89,32.08,3.64,-19.12,-11.11,-26.56,8.65,14.48,-27.13,5.66,-2.15,-3.69,5.94,20.35,-32.09,20.15,-7.31,-11.89,12.34,40
Mixed / non conventional,1,3,19,20,88.01,6.38,-0.65,11.68,-0.637,60.443,17.17,30.05,-6.18,-13.22,48.7,5.65,-60.49,7.26,-67.69,39.37,-48.79,9.63,9.36,-4.79,29.77,5.1,-9.54,37.98,-76.67,34.25,40
Mixed / non conventional,1,3,20,21,59.63,17.59,8.07,12.6,-0.365,60.443,99.46,180.79,157.55,43.37,-8.21,9.31,-105.17,-77.42,-54.29,-1.9,117.19,126.5,21.63,-64.8,-73.62,-47.88,-29.95,-87.54,-86.84,43.27,40
Mixed / non conventional,1,3,21,22,83.6,22.9,-11.14,7.99,-0.437,60.443,58.85,63.28,-74.61,-114.91,131.12,86.33,-81.32,-117.71,-45.77,92.12,-15.17,-28.32,33.4,-35.09,9.11,-12.96,-16.8,-91.8,-92.97,30.4,40
Mixed / non conventional,1,3,22,23,81.24,6.03,-4.01,3.45,-0.365,60.443,111.28,-32.65,-4.91,47.58,34.46,69.01,29.45,-88.74,-25.44,49.98,-13.02,62.1,-25.84,-51.68,-81.43,-20.63,-77.62,-128.51,19.73,46.77,40
Mixed / non conventional,1,3,23,2,-666.97,0,999.99,-57.17,29.164,60.443,26134.04,20107.03,15583.1,12156.23,9530.88,7502.05,5943.11,4730.82,3783.26,3050.39,2473.69,2013.82,1650.01,1358.71,1129.84,956.54,808.11,693.23,595.52,517.3,40
Mixed / non conventional,1,4,3,2,53.31,6.52,3.45,-178.07,-423.177,49.874,5.58,5.59,5.36,4.72,4.31,3.67,3.63,3.14,3.68,3.12,3.36,2.91,2.83,2.75,2.89,2.9,2.49,2.21,2.15,1.71,40
Mixed / non conventional,1,4,2,20,74.48,0.14,1.8,-140.63,301.424,49.874,3.57,3.89,3.82,2.89,2.36,1.75,1.92,1.08,1.89,1.43,1.76,1.08,1.29,1.34,1.51,1.59,0.97,0.75,0.85,0.26,40
Mixed / non conventional,1,4,20,19,96.52,3.1,4.19,-10.99,0.952,49.874,9.41,-25.5,-58.91,-19.9,-5.22,16.79,-0.4,28.1,32.73,34.73,11.89,-18.12,21.93,18.7,-4.65,-2.4,21.53,1.06,2.1,19.87,40
Mixed / non conventional,1,4,19,18,99.6,5.38,7.73,23.9,1.181,49.874,-0.15,12.18,24.96,26.29,11.31,-24.96,5.18,-11.76,-13.58,24.33,-13.94,-24.07,-0.52,44.52,32.68,7.41,-10.95,12.56,33.73,19.42,40
Mixed / non conventional,1,4,18,17,65.97,7.42,4.52,-24.89,0.952,49.874,21.27,29.82,45.02,72.68,-7.49,4.93,5.01,-21,33.8,-25.62,-15.71,-52.7,1.74,48.03,-4.73,-5.68,-4.82,0.06,13.7,-47.82,40
Mixed / non conventional,1,4,17,16,53.46,5.68,-3.27,46.02,0.952,49.874,-28.21,31.22,11.8,30.32,-16.5,-5.51,-18.19,-13.61,-31.9,15.57,-33.03,-25.14,-2.58,47.75,57.97,-70.9,-10.61,-63.95,36.46,23.6,40
Mixed / non conventional,1,4,16,15,91.97,1.16,0.66,-38.16,2.054,49.874,-0.22,4.35,1.46,20.02,-15.24,3.06,-11.1,-5.87,5.21,-12.69,5.47,-2.4,10.71,15.06,-4.96,-13.94,7.66,-1.94,15.7,-7.19,40
Mixed / non conventional,1,4,15,14,62.96,6.75,-0.44,11.08,1.797,49.874,-15.05,12.92,-16.52,5.15,-11.12,5.3,8.2,-8.39,-60.67,10.02,-11.76,-9.71,15.75,9.49,-4.31,-17.11,17.66,6.65,32.09,22.53,40
Mixed / non conventional,1,4,14,13,61.2,2.81,0.2,18.66,2.284,49.874,3.5,17.94,15.26,9.6,-13.87,-0.48,-2.76,-0.35,2.86,-8.54,-8.35,-1.06,11.13,11.42,-0.58,-7.56,-0.25,-15.42,5.69,-14.15,40
Mixed / non conventional,1,4,13,12,62.03,1.91,-0.13,-10.61,3.108,49.874,-13.21,8.97,13.48,22.88,-7.06,-9.49,-1.58,4.19,-0.03,0.13,-17.31,-19.89,1.67,21.34,5.79,0.78,2.02,-17.88,7.94,-5.42,40
Mixed / non conventional,1,4,5,6,33.82,0.33,-0.49,-12.54,-132.863,54.858,-1.22,-0.23,-0.47,-0.72,-0.12,0.34,-0.75,0.98,0.74,0.33,-1.45,-0.55,-0.16,-2.07,-0.57,-1.29,-1.4,0.28,-0.9,-0.59,40
Mixed / non conventional,1,4,6,7,24.62,1.02,3.05,-7.33,-28.659,54.858,9.94,4.57,4.64,4.94,0.61,-1.4,2.73,-2.34,-0.4,-1.23,5.76,2.37,2.73,7.96,3.33,5.82,6.93,-0.75,3.38,1.34,40
Mixed / non conventional,1,4,7,8,25.76,0.1,-1.67,8.88,-13.387,54.858,1.35,-4.55,-0.55,-1.59,-3.55,-3.29,-2.08,-6.61,-0.9,1.91,-2.88,-0.04,-1.45,1.61,-1.6,-2.2,-0.87,-2.89,-0.94,-2.34,40
Mixed / non conventional,1,4,8,9,31.89,0.42,0.69,12.04,-8.948,54.858,3.48,7.39,6.72,2.1,1.69,4.39,-0.95,3.72,3.41,-2.38,2.84,-0.4,-0.97,-2.42,5.67,-3.07,-2.19,-3.4,-5.68,-6.21,40
Mixed / non conventional,1,4,9,10,31.96,0.62,-0.23,3.85,-5.425,54.858,-1.53,-11.58,4.59,8.22,-3.97,7.26,-1.99,-7.49,-0.04,2.96,-2.15,-4.89,7.1,-0.83,-7.26,0.98,0.97,3.82,0.8,0.37,40
Mixed / non conventional,1,4,10,11,36.42,0.2,2.88,-6.99,-4.038,54.858,8.34,3.76,17.09,18.39,2.02,-1.81,2.27,-1.73,22.49,-7,1.21,0.15,-2.42,-18.36,0.44,-4.53,8.33,12.87,-1.98,-1.84,40
Mixed / non conventional,1,4,11,12,51.43,0.74,-0.09,-13.54,-3.937,54.858,8.68,-5.75,2.69,4.94,-15.91,-1.17,-3.92,1.54,-0.72,-3,-15.15,-0.21,2.5,-7.69,-0.93,6.99,7.71,3.68,10.03,3.82,40
Mixed / non conventional,1,4,12,13,62.87,1.21,2.73,11.66,-3.466,54.858,13.17,25.61,26.27,14.54,2.1,1.01,-2.79,3.98,18.65,-11.7,-14.37,15.71,15.2,-17.91,4.62,-8.49,-10.87,-3.62,-11.85,-4.63,40
Mixed / non conventional,1,4,13,14,61.74,0.03,-2.01,-18.13,-2.534,54.858,-3.11,-16.89,-6.84,2.12,6.99,4.25,19.62,3.14,0.61,-18.07,-10.54,-2.6,-9.49,-9.49,4.98,-16.64,1.39,-8.41,12.75,5.96,40
Mixed / non conventional,1,4,14,15,64.32,4.74,3.2,-10.11,-2.02,54.858,2.04,-27.27,29.87,0.72,-2,-8.47,15.76,-4.55,29.91,-1.32,-30.06,25.8,7.02,-1.28,-0.3,-21.04,10.55,6.11,25.23,7.32,40
Mixed / non conventional,1,4,7,10,28.64,0.19,-0.63,23.74,-26.521,52.36,2.97,3.57,6,1.65,-0.57,-4.46,-5.21,-5.48,1.33,-2.16,1.21,-4.67,-2.42,1.4,5.63,-1.59,-2.67,0.04,-5.39,-1.71,40
Mixed / non conventional,1,4,10,11,36.14,1.73,6.36,-7.75,-3.824,52.36,-6.08,-27.11,-24.48,-6.5,4.26,29.06,46.47,26.06,-3.91,13.75,-7,24.06,23.68,-9.7,-15.39,-1.84,12.66,-13.65,41.25,21.68,40
Mixed / non conventional,1,4,11,12,51.15,0.06,0.84,-13.32,-3.737,52.36,0.94,4.31,-0.48,1,3.62,-1.43,-9.13,7.37,3.53,-5.31,0.97,2.18,5.56,-0.75,-7.43,3.36,7.68,6.45,-3.83,-1.85,40
Mixed / non conventional,1,4,12,15,62.68,0.42,0.09,-17.47,-7.631,52.36,2.59,1.28,-2.83,-4.67,0.97,-0.94,3.41,0.34,-2.48,-0.96,3.85,3.08,-2.23,1.62,9.11,-3.64,-4.12,-4.79,3.03,-0.84,40
Mixed / non conventional,1,4,15,16,92.79,2.84,-0.2,38.77,-2.176,52.36,-1.29,13.92,9.35,-8.73,19.35,-7,-11.01,-3.77,-26.81,5.52,11.44,2.05,2.73,-7.97,-6.23,-4.95,2.44,-0.81,-3.35,11.1,40
Mixed / non conventional,1,4,16,17,52.84,2.65,11.1,-45.33,-0.988,52.36,53.39,-4.73,61.66,29.15,-5.44,-64.13,42.62,-10.85,56.22,17.83,41.49,49.16,-80.86,-39.86,77.1,-75.5,-13.81,32.06,39.6,16.94,40
Mixed / non conventional,1,4,17,18,65.19,0.58,-5.4,25.64,-0.988,52.36,-17.1,-24.21,-17.78,16.1,-2.65,-53.6,-30.23,-68.91,-11,-1.1,23.37,-15.36,0.89,30.12,9.27,55.33,-29.23,15.44,-11.74,24.42,40
Mixed / non conventional,1,4,18,19,101.23,1.07,2.27,-23.57,-1.26,52.36,19.18,29.83,49.01,0,-19.89,-58.24,12.78,-50.43,25.57,17.76,26.99,37.64,-19.89,-34.09,78.13,-22.73,-51.14,-24.15,1.42,27.7,40
Mixed / non conventional,1,4,19,20,98.16,1.67,-18.42,11.87,-1.017,52.36,-8.8,-51.76,-75.42,-4.71,22.05,10.49,-6.94,-1.12,-15.35,19.39,-1.76,-25.25,-55.46,-55.56,-49.5,-38.62,33.33,-33.63,-29.89,0.07,40
Mixed / non conventional,1,4,20,21,64.16,0.58,-11.76,12.75,-0.559,52.36,-6,36.51,87.66,-45.89,-115.95,40.05,41.61,-50.99,41.53,-14.72,41.53,9.46,-108.72,-76.73,-18.83,-91.28,13.24,-61.35,16.69,26.89,40
Mixed / non conventional,1,4,20,21,65.13,26.74,-3.5,12.39,-0.544,50.239,-114.31,34.54,-8.22,-62.5,41.12,12.34,-55.1,-38.65,60.03,47.7,55.1,1.64,88.82,-50.99,-4.93,-110.2,-82.24,-80.59,-6.58,203.13,40
Mixed / non conventional,1,4,21,22,90.87,20.15,-11.22,7.28,-0.645,50.239,-24.7,-50.43,32.7,14.7,-37.06,-13.9,21.25,-38.48,-50.77,-4.35,-46.81,1.3,-10.28,72.17,42.83,-18,3.67,45.86,-30.11,-133.92,40
Mixed / non conventional,1,4,22,23,89.59,22.73,-1.21,3.84,-0.544,50.239,-39.69,14.45,0.76,-55.46,61.13,14.62,-8.98,13.39,2.98,-10.18,74.49,-10.17,5.02,12.83,-69.57,-76.16,-53.86,-17.64,36.77,81.06,40
Mixed / non conventional,1,4,23,2,24.32,0,-299.99,139.9,-98.608,50.239,-1218.2,-1493.2,-1607.42,-1627.09,-1593.1,-1534.36,-1457.99,-1379.66,-1295.57,-1214.22,-1136.74,-1065.59,-997.05,-931.19,-871.83,-818.53,-764.16,-715.44,-668.61,-626.07,40
Mixed / non conventional,1,5,2,3,59.05,0.04,1.78,58.61,468.486,74.774,4.31,3.42,3.2,2.81,2.63,1.88,1.48,1.65,1.33,1.69,1.82,1.33,1.22,1.34,1.08,1.3,1.08,1,0.55,0.48,40
Mixed / non conventional,1,5,3,4,38.13,11.36,5.53,129.83,302.506,74.774,7.33,7.32,6.61,6.43,6.25,6.78,6.54,6.15,5.88,5.19,4.51,5.07,5.02,4.83,4.77,4.29,4.31,4.1,4.61,4.54,40
Mixed / non conventional,1,5,4,6,62.53,35.89,-15.47,-304.23,99.221,74.774,-19.6,-19.08,-19.04,-18.15,-17.35,-16.98,-16.66,-16.34,-16.04,-15.65,-15.27,-14.52,-14.44,-13.92,-13.62,-13.1,-12.66,-12.63,-12.28,-12.16,40
Mixed / non conventional,1,5,6,7,39.24,0.03,0.7,-11.7,-217.918,74.774,1.28,1.45,0.87,1.1,0.99,0.72,0.94,0.64,0.97,0.58,0.52,0.43,0.5,0.3,0.31,0.47,0.39,0.55,0.45,0.54,40
Mixed / non conventional,1,5,7,8,28.44,0.05,1.06,7.99,-48.357,74.774,3.27,3.02,1.79,1.46,1.33,1.07,-0.32,0.61,0.39,0.96,0.72,0.3,0.45,0.79,0.91,1.63,0.93,0.98,0.54,0.28,40
Mixed / non conventional,1,5,8,9,29.64,0.36,0.49,12.23,-23.094,74.774,2.21,2.63,0.97,2.95,-0.08,1.66,1.63,-1.43,1.79,0.62,-0.62,-1.12,0.74,-1.16,-0.89,-0.77,0.5,-0.04,-0.89,1.09,40
Mixed / non conventional,1,5,9,10,29.48,0.17,1.33,3.84,-12.668,74.774,0.21,2.26,4.66,2.61,1.83,-2.12,3.67,1.7,-2.05,-0.71,0.35,-1.2,3.52,0.91,1.62,4.37,-1.27,1.84,-0.83,5.23,40
Mixed / non conventional,1,5,10,11,34.28,0.85,1.51,-7.06,-9.065,74.774,3.35,7.11,3.65,5.64,-3.45,0.11,5.94,3.56,3.76,5.83,3.08,-0.78,-0.79,-3.86,2.67,0.2,4.65,3.47,-9.18,-4.76,40
Mixed / non conventional,1,5,11,12,49.29,0.03,1.39,-13.72,-8.633,74.774,-0.74,7.56,9.85,4.36,-0.72,-3.62,0.63,2.27,-0.01,4.04,7.36,6.02,0.74,0,-5.29,-6.01,3.93,3.31,-6.01,0.22,40
Mixed / non conventional,1,5,12,13,60.76,0.09,3.21,11.82,-7.434,74.774,9.87,10.94,14.33,8.19,-2.41,0.11,6.49,0.59,-1.7,1.81,1.44,-2.05,5.78,3.38,5.67,-3,0.23,3.62,-0.48,1.46,40
Mixed / non conventional,1,5,13,14,60.59,0.64,12.79,-18.26,-5.227,72.479,-27.46,-62.53,11.53,55.7,3.01,28.45,22.21,10.54,8.21,15.1,20.72,2.4,16.23,23.26,32.48,15.13,-2.33,23.52,25.52,34.07,40
Mixed / non conventional,1,5,14,15,61.9,2.05,-9.81,-10.97,-4.01,72.479,60.75,86.24,11.8,-56.99,4.57,-37.45,-45.48,-31.97,4.44,-10.1,-23.55,13.38,-27.81,-15.34,-33.63,-0.45,-9.44,-23.03,-11.4,-50.66,40
Mixed / non conventional,1,5,15,16,91.75,1.09,1.76,39.12,-4.582,72.479,-7.98,10.75,-5.31,2.14,0.6,-1.58,14.26,9.17,6.65,-11.33,-6.66,3.7,-5.87,0.98,1.54,4.26,6.83,2.93,8.97,1.16,40
Mixed / non conventional,1,5,16,17,54.25,1.54,3.74,-45.81,-2.133,72.479,23.41,-8.43,14.34,18.02,12.11,-4.11,-27.22,-32.67,-0.1,19.7,15.19,24.31,10.46,26.48,17.65,-7.86,-31.86,15.16,7.93,-17.64,40
Mixed / non conventional,1,5,17,18,66.28,3.02,-0.79,26.11,-2.09,72.479,2.57,7.71,-24.4,-16.7,-8.99,6.85,-2.14,13.7,-1.71,10.7,-21.83,1.71,-10.27,-6.85,14.55,10.7,2.14,22.26,-14.55,-1.28,40
Mixed / non conventional,1,5,18,19,102.57,1.04,6.74,-23.85,-2.634,72.479,26.49,4.76,11.55,27.85,13.59,-3.74,-10.87,-1.02,10.19,12.23,8.83,5.77,19.36,10.19,10.19,0.68,-5.77,0,-5.1,-0.34,40
Mixed / non conventional,1,5,19,20,99.25,3.4,-2.98,11.92,-2.104,72.479,-12.31,8.03,-17.12,-23.86,2.48,14.73,2.12,-2.19,13.28,-13.14,-18.33,15.78,2.57,-8.06,-5.52,1.2,3.79,2.94,-7.22,-18.72,40
Mixed / non conventional,1,5,20,2,64.14,0,1.82,131.16,-503.674,72.479,3.87,3.28,3.05,2.72,2.42,2.19,1.98,1.77,1.78,1.66,1.51,1.39,1.24,1.21,1.21,1.16,1,1,1.01,0.91,40
Mixed / non conventional,1,5,20,21,66.14,9.14,-3.11,12.44,-1.131,70.013,10.59,0.35,-10.69,-38.2,-28.87,81.9,9.79,10.38,-6.13,-27.57,-36.65,-46.77,-46.84,10.47,66.04,34.32,-37.55,-37.43,54.95,-24.32,40
Mixed / non conventional,1,6,2,3,64.39,0.07,2.12,58.97,394.293,65.957,4.98,3.99,3.04,3.39,2.32,1.96,1.74,2.4,3.05,2.08,1.88,1.99,1.56,1.5,1.41,1.06,1.4,1.13,0.68,0.84,40
Mixed / non conventional,1,6,3,4,37.55,0.1,0.7,20.28,131.409,65.957,1.13,1.57,2,0.32,2.01,1.88,2.76,0.02,-2.14,-0.02,0.5,-1.06,-0.02,0.16,0.66,1.44,-0.01,1.14,1.62,0.04,40
Mixed / non conventional,1,6,4,5,41.7,23.45,11.03,172.81,255.368,65.957,15.02,14.3,13.97,13.21,12.88,12.47,12.38,11.83,11.18,10.67,10.29,10.12,10.07,9.64,9.34,9.24,8.98,8.36,8.45,8.23,40
Mixed / non conventional,1,6,5,7,88.61,84.96,-47.02,-341.85,77.512,65.957,-59.97,-58.2,-57.92,-55.68,-54.38,-52.34,-51.24,-49.61,-48.31,-46.49,-45.49,-45.17,-43.71,-41.69,-40.12,-39.69,-38.95,-37.36,-37.16,-36.93,40
Mixed / non conventional,1,6,7,8,47.59,0.04,0.75,-3.95,-237.891,65.957,1.81,1.28,1.04,1.11,0.8,0.66,0.75,0.38,0.56,0.8,0.97,0.81,0.75,0.68,0.85,0.4,0.3,0.44,0.3,0.33,40
Mixed / non conventional,1,6,8,9,30.69,0.12,0.45,10.35,-47.949,65.957,-2.53,-0.57,1.26,2.04,0.64,0.86,1.74,1.4,-0.9,-1.1,0.52,1.65,1.69,-0.17,-0.5,1.45,1.04,-0.82,0.13,1.14,40
Mixed / non conventional,1,6,9,10,26.37,0.06,1.11,3.24,-19.225,65.957,3.01,2.01,-0.87,2.04,-1.23,-0.74,1.2,-1.9,-3.21,-0.01,4.65,3.97,3.2,3.59,-1.6,2.23,2.7,1.09,-0.23,2.23,40
Mixed / non conventional,1,6,10,11,30.69,0.28,1.86,-7.52,-12.531,65.957,-4.19,-1.78,4.5,4.73,6.66,2.19,1.2,3.37,2.66,0.43,-1.49,7.56,8.79,0.98,2.27,-0.23,-2.38,-4.25,1.66,4.47,40
Mixed / non conventional,1,6,11,12,44.78,0.17,2.82,-14.22,-11.397,65.957,9.49,-1.72,-2.14,6.32,4.53,5.75,1.33,-1.67,2.12,7.13,7.46,3.04,5.81,3.11,4.77,-0.78,-2.57,3.86,0.79,-0.24,40
Mixed / non conventional,1,6,12,13,56.23,0.2,1.82,11.53,-9.583,65.957,9.75,5.8,5.64,1.82,1.84,0.01,-5.21,-1.87,-4.31,0.99,2.05,1.99,-2.29,1.68,3.1,-0.71,2.67,5.44,-0.9,8.88,40
Mixed / non conventional,1,6,13,14,56.54,3.6,-4.87,-18.8,-6.251,60.683,-5.05,-24.22,4.52,-9.68,-1.32,-0.4,-29.7,-15.03,-24.4,-19.98,-21.15,19.69,12.5,8.32,1.11,1.54,-9.59,7.65,12.98,-5.12,40
Mixed / non conventional,1,6,14,15,58.92,3.21,11.46,-10.96,-4.777,60.683,17.75,25.14,2.6,27.62,14.97,6.22,43.4,22.13,26.85,31.35,16.01,-14.31,-2.04,0.29,13.97,12.91,4.54,-9.89,-17.57,7.2,40
Mixed / non conventional,1,6,15,16,87.44,1.52,-0.03,38.97,-5.362,60.683,0.92,4.96,1.7,1.32,-1.01,-1.78,1.02,-3.09,1.89,-0.86,3.72,0.09,-2.3,1.01,-4.74,-5.07,5.17,0.07,-3.06,-0.55,40
