El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho,Dev.,M,Sp,Vp,In,Time,Latitude,Longitude,,,,,,,,,,,,,,,,,,TM1
Mixed / non conventional,1,6,5,7,-102.66,20.55,6.94,-294.56,-142.124,104.384,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,7,8,32.22,0.02,0.78,33.68,-254.898,104.384,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,8,9,28.47,0.08,0.93,6.19,-70.384,104.384,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,9,10,33.09,0.13,0.45,3.22,-38.177,104.384,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,10,11,34.05,0.01,0.96,-0.59,-21.997,104.384,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,11,12,45.15,0.15,0.04,15.79,-18.183,104.384,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,12,13,41.75,0.22,2.31,-20.55,-11.259,104.384,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,13,14,61.32,0.32,4.81,1.4,-11.556,103.453,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,14,15,68.29,0.15,-4.91,-16.28,-9.439,103.453,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,15,16,75.74,0.21,1.08,-3.98,-7.918,103.453,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,16,17,71.34,0.13,3.61,22.72,-5.784,103.453,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,17,18,64.89,0.64,2.05,0.4,-4.166,103.453,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,18,19,85.79,0.86,-0.11,7.03,-4.438,103.453,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,19,20,86.25,0.16,3.02,-8.1,-3.65,103.453,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,20,2,50.26,0.01,1.89,150.07,-636.154,103.453,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,1,6,20,21,81.08,7.8,-2.73,14.3,-2.828,102.876,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,4,5,52.19,0.13,1.58,174.74,-276.724,99.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,5,6,24.86,85.24,-42.33,127.26,-32.956,99.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,6,7,33.57,143.84,28.89,-308.79,-17.797,99.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,7,8,23.87,0.24,1.22,31.91,-6.328,99.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,8,9,32.32,0.29,1.35,5.85,-4.896,99.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,9,10,41.89,0.44,0.83,3.12,-3.966,99.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,10,11,42.18,0.44,6.65,-0.89,-2.663,99.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,11,12,55.75,0.27,-1.04,15.82,-2.463,99.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,12,13,49.01,0.28,2.39,-20.7,-1.575,99.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,13,14,70.73,3.54,2.29,1.95,-1.705,99.943,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,14,15,77.12,30.19,55.41,-16.28,-1.432,100.109,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,15,16,82.46,38.91,-56.62,-4.78,-1.203,100.109,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,16,17,78.5,2.56,-9.55,22.99,-0.916,100.109,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,17,18,66.42,4.46,10.62,0.37,-0.63,100.109,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,18,19,94.39,6.75,-12.62,7.07,-0.737,100.109,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,19,20,93.49,3.58,7.88,-8.2,-0.608,100.109,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,20,21,79.66,12.6,-13.49,14.8,-0.437,100.109,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,21,22,92.22,18.74,20.16,9.98,-0.43,100.109,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,3,22,23,114.73,13.45,-14.55,-7.61,-0.458,100.109,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,6,8,28.32,0.6,1.29,-178.09,-91.563,121.886,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,8,9,30.61,0.26,0.3,5.63,-15.554,121.886,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,9,10,38.15,0.07,0.21,3.59,-11.454,121.886,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,10,11,38.83,0.17,2.41,-0.8,-7.473,121.886,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,11,12,50.54,0.57,1.02,15.86,-6.614,121.886,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,12,13,45.99,1.07,5.58,-20.5,-4.281,121.886,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,13,14,65.96,0.57,-2.2,1.8,-4.523,121.886,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,14,15,73.8,2.15,5.08,-15.84,-3.838,121.886,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,15,16,79.43,0.14,1.87,-4.08,-3.207,121.886,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,16,17,75.26,0.35,3.63,22.86,-2.406,121.886,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,17,18,66.09,1.15,8.33,-0.09,-1.704,122.012,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,18,19,91.05,3.73,-2.75,6.86,-1.919,122.012,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,19,20,88.6,3.3,0.52,-8.1,-1.546,122.012,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,20,21,81.32,2.39,-4.45,14.78,-1.188,122.012,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,21,22,89.19,1.17,-2.53,9.85,-1.102,122.012,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,22,23,109.98,1.21,-8.47,-7.47,-1.16,122.012,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,23,2,-30.89,0,-299.99,90.17,-296.957,122.012,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,4,2,3,26.47,0,-299.99,70.86,-256.999,122.012,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,4,3,45.14,3.26,1.68,94.4,-655.479,91.238,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,3,21,53.12,0.34,0.8,-152.31,393.318,91.238,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,21,20,85.29,2.83,-2,-14.15,1.539,91.238,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,20,19,92.4,4.61,4.78,8.78,2.004,91.238,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,19,18,93,3.14,-2.67,-6.74,2.455,91.238,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,18,17,69.44,4.19,2.15,0.03,2.262,91.238,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,17,16,78.3,0.99,1.55,-22.24,3.199,91.238,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,16,15,82.13,2.57,3.49,4.66,4.289,91.238,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,15,14,74.98,0.67,-0.13,16.58,5.118,91.238,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,14,13,67.34,1.26,2.08,-1.17,6.174,91.238,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,6,7,58.96,0.08,1.27,-182.71,-385.471,91.282,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,7,8,26.33,0.04,0.74,31.82,-51.002,91.282,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,8,9,31.76,0.02,1.02,6.44,-27.461,91.282,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,9,10,38.35,0.17,-0.22,3.05,-17.91,91.282,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,10,11,39.02,0.15,-0.21,-0.84,-11.023,91.282,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,11,12,50.76,0.14,1.19,15.91,-9.364,91.282,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,12,13,46.42,0.09,2.38,-20.68,-5.912,91.282,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,13,14,67.3,0.04,-2.11,1.9,-6.172,91.282,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,14,15,75.26,0.39,1.38,-16.12,-5.14,91.282,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,15,16,81.97,0.43,-1.89,-3.88,-4.283,91.282,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,8,11,34.95,0.06,1.01,7.85,-56.035,90.671,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,11,12,50.8,1.46,-1.57,15.28,-9.31,90.671,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,12,13,46.63,0.75,1.71,-20.36,-5.899,90.671,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,13,16,73.61,0.16,0.12,-18.96,-15.52,90.671,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,16,17,78.62,0.44,0.6,22.63,-3.192,90.671,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,17,18,69.43,2.19,-3.82,0.63,-2.248,90.671,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,18,19,93.85,0.02,7.43,7.29,-2.462,90.671,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,19,20,93,1.09,-2.34,-8.48,-2.005,90.671,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,20,21,86.22,2.17,-9.75,14.89,-1.546,90.671,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,21,22,93.1,0.35,-9.02,9.94,-1.404,90.671,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,22,23,116.77,25.17,39.08,-8.05,-1.489,90.341,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,23,2,-75.77,0,-299.99,191.99,-354.518,90.341,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,5,2,3,28.29,0,-299.99,178.62,-338.94,90.341,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,3,4,46.68,0.02,0.73,-86.51,439.674,88.774,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,4,5,52.67,5.76,2.96,236.38,496.075,88.774,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,5,7,-55.25,27.25,9.01,-307.43,-104.075,88.774,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,7,8,32.33,0.02,0.75,33.36,-213.165,88.774,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,8,9,28.15,0.1,1.16,6.56,-56.817,88.774,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,9,10,32.44,0.12,0.38,3.41,-30.009,88.774,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,10,11,33.44,0.28,0.28,-0.86,-17.063,88.774,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,11,12,44.24,0.6,0.07,15.91,-13.891,88.774,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,12,13,41.24,0.21,3.14,-20.63,-8.576,88.774,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,13,14,60.45,0.31,0.53,1.99,-8.781,88.774,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,14,15,67.92,1.06,10.07,-16.53,-7.16,88.566,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,15,16,75.08,0.25,-11.39,-4.55,-5.944,88.566,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,16,17,72.27,0.72,-0.96,22.85,-4.41,88.566,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,17,18,64.35,0.71,-2.1,0.56,-3.092,88.566,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,18,19,87.3,1.07,0.96,7.59,-3.364,88.566,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,19,20,86.68,0.51,-1.83,-8.76,-2.72,88.566,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,20,21,81.22,0.11,-4,14.87,-2.104,88.566,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,21,3,47.25,0.01,0.94,102.01,-453.365,88.566,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,6,21,22,89.2,8.92,7.81,9.37,-1.926,88.376,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,3,4,48.86,0,0.84,-85.46,470.118,103.631,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,4,5,36.3,0.19,0.93,127.8,199.57,103.631,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,5,6,33.18,8.34,3.81,107.57,319.196,103.631,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,6,8,96.21,20.73,-6.67,-284.91,132.231,103.631,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,8,9,40.09,0.03,1.04,13.06,-314.879,103.631,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,9,10,31.39,0.04,0.55,5.03,-77.042,103.631,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,10,11,30.96,0,0.6,-0.2,-35.457,103.631,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,11,12,40.7,0.07,0.15,16.41,-26.107,103.631,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,12,13,38.53,0.18,1.52,-20.34,-15.405,103.631,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,13,14,57.03,0.12,0.93,2.26,-15.269,103.631,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,14,15,64.94,1.89,0.02,-16.65,-12.251,103.545,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,15,16,72.42,2.35,2.35,-4.19,-10.019,103.545,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,16,17,70.2,0.71,2.1,22.85,-7.345,103.545,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,17,18,63.34,0.87,1.06,0.8,-5.14,103.545,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,18,19,85.77,0.51,2.91,7.87,-5.511,103.545,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,19,20,86.26,1.14,2.47,-8.88,-4.467,103.545,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,20,21,81.27,1.39,0.93,14.98,-3.443,103.545,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,21,3,46.42,0.01,0.92,101.93,-588.094,103.545,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,2,7,21,22,88.51,10.31,0.64,9.19,-3.115,103.787,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,5,6,41.67,0.06,1.16,28.87,-374.731,169.515,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,6,7,30.72,43.21,-17.36,48.95,-69.077,169.515,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,7,8,22.89,138.28,25.3,-219.65,-20.589,169.515,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,8,9,29.42,0.04,1.22,5.91,-13.229,169.515,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,9,10,35.55,0.24,1.18,3.52,-9.133,169.515,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,10,11,36.2,0.22,3.04,-0.73,-5.813,169.515,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,11,12,46.53,0.42,0.35,15.75,-4.981,169.515,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,12,13,43.38,2.18,-1.88,-20.51,-3.251,169.515,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,13,14,62.52,0.3,-2.19,1.8,-3.408,169.515,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,14,15,69.38,0.84,6.04,-16.39,-2.836,169.515,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,15,16,76.52,7.79,-2.68,-4.32,-2.413,169.987,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,16,17,74,9.71,4.03,22.04,-1.833,169.987,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,17,18,63.93,3.73,-3.68,1.16,-1.267,169.987,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,18,19,85.35,3.07,2.65,7.72,-1.374,169.987,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,19,20,84.73,2.73,-7.11,-9.25,-1.124,169.987,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,20,21,82.27,2.12,-3.52,15.1,-0.909,169.987,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,21,22,86.13,8.15,-11.52,9.74,-0.802,169.987,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,4,22,23,109.52,9.44,-6.61,-7.5,-0.866,169.987,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,7,9,28.16,0.91,1.19,-107.1,-86.967,116.41,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,9,10,37.37,0.48,-0.52,2.55,-18.132,116.41,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,10,11,38.05,0.12,0.05,-0.82,-10.91,116.41,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,11,12,49.31,0.4,-0.02,15.46,-9.063,116.41,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,12,13,45.59,1.11,0.97,-20.76,-5.697,116.41,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,13,14,66.36,1.77,-1.96,1.75,-5.899,116.41,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,14,15,74.3,0.5,2.92,-16.69,-4.867,116.41,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,15,17,80.19,0.11,1.33,18.26,-7.074,116.41,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,17,18,70.32,0.33,4.83,0.83,-2.148,116.41,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,18,19,92.58,2.61,6.92,7.94,-2.278,116.41,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,19,20,91.59,5.3,7.6,-9.8,-1.847,116.75,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,20,21,87.06,4.86,-9.43,14.65,-1.454,116.75,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,21,22,93.69,5.06,-9.33,10.04,-1.31,116.75,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,22,23,120.47,1.96,13.09,-7.75,-1.425,116.75,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,23,2,6.16,0,-299.99,157.9,-76.923,116.75,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,2,3,-3.41,0,-299.99,143.41,-73.878,116.75,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,5,3,4,8.02,0,-299.99,143.84,-74.522,116.75,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,5,4,52.47,2.32,1.69,-199.41,-950.805,113.855,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,4,22,45.91,0.13,1.56,-49.53,424.183,113.855,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,22,21,88.38,3.46,9.95,-9.02,1.99,113.855,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,21,20,80.39,1.84,2.38,-14.72,2.176,113.855,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,20,19,85.39,0.41,1.8,9.81,2.813,113.855,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,19,18,85.4,1.32,2.15,-7.25,3.472,113.855,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,18,17,63.45,1.12,0.43,-0.47,3.235,113.855,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,17,16,70.76,0.99,1.46,-21.71,4.611,113.855,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,16,15,73.28,1.14,-0.4,4.39,6.242,113.855,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,15,14,66.05,0.38,2.39,17.26,7.556,113.855,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,7,8,32.65,0.14,0.68,-88.21,-268.16,114.691,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,8,9,27.85,0.38,1.06,4.33,-67.774,114.691,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,9,10,31.43,0.22,-0.22,3.78,-34.147,114.691,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,10,11,32.31,0.06,1.99,-1.22,-18.956,114.691,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,11,12,42.39,0.44,1.75,15.65,-15.045,114.691,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,12,13,39.72,0.38,1.8,-20.63,-9.206,114.691,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,13,14,58.59,0.03,1.85,1.57,-9.376,114.691,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,14,15,66.11,0.49,1.1,-16.55,-7.619,114.691,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,15,16,73.25,0.92,0.32,-3.92,-6.285,114.691,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,16,17,70.48,1.63,2.75,22.37,-4.627,114.691,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,9,12,33.64,0.05,0.43,17.36,-68.093,114.466,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,12,13,39.87,0.8,1.89,-21.23,-9.224,114.466,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,13,14,58.63,0.16,-0.11,1.89,-9.364,114.466,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,14,17,69.66,0.14,0.92,1.06,-18.54,114.466,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,17,18,63.39,0.5,3.49,0.99,-3.25,114.466,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,18,19,85.47,0.54,-0.56,7.93,-3.493,114.466,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,19,20,84.71,0.77,3.41,-9.42,-2.806,114.466,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,20,21,80.51,0.48,0.88,15.21,-2.191,114.466,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,21,22,87.91,0.69,-5.38,9.74,-1.99,114.466,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,22,23,111.37,0.53,-1.2,-7.53,-2.12,114.466,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,22,23,112.59,8.04,-0.26,-8.48,-2.141,114.339,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,23,2,4.3,0,-299.99,203.21,-59.374,114.339,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,2,3,-3.13,0,-299.99,188.35,-61.795,114.339,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,6,3,4,4.32,0,-299.99,183.26,-65.471,114.339,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,7,4,5,44.28,0.05,1.38,115.08,657.026,139.84,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,7,5,6,32.31,5.96,2.96,138.86,479.332,139.84,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,7,6,8,70.62,13.91,-4.06,-307.17,209.566,139.84,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,7,8,9,40.24,0,1.02,3.81,-417.925,139.84,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,7,9,10,30.93,0.01,0.46,3.48,-98.346,139.84,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,7,10,11,30.26,0.1,0.72,-0.99,-44.098,139.84,1000,0,0,,,,,,,,,,,,,,,,,,40
Mixed / non conventional,3,7,11,12,39.5,0.1,0.14,15.63,-31.75,139.84,1000,0,0,,,,,,,,,,,,,,,,,,40
